event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days
EVT_581430,USER_0083,trade,2024-02-21 08:03:53,8,2,0,1,bot_trader,,,,,,,BTCUSD,0.16,10588.67,38.68,2094.97,1254.0,1.028,1.0,,,,,,,,185
EVT_871139,USER_0208,trade,2024-02-21 08:06:16,8,2,0,0,none,,,,,,,BTCUSD,0.21,7358.0,-348.91,4534.93,3137.0,0.774,0.0,,,,,,,,163
EVT_827845,USER_0407,withdrawal,2024-02-21 08:51:40,8,2,0,0,none,,,,,,,,,,,,,,,1265.98,bank,0.0,,,,,162
EVT_375452,USER_0594,trade,2024-02-21 08:56:27,8,2,0,0,none,,,,,,,GBPUSD,1.24,12380.96,459.99,4506.76,3493.0,1.273,0.0,,,,,,,,138
EVT_361935,USER_0088,deposit,2024-02-21 08:59:16,8,2,0,1,dormant_withdrawer,,,,,,,,,,,,,,,1089.08,bank,0.0,,,,,318
EVT_496981,USER_0389,login,2024-02-21 09:05:34,9,2,0,0,none,10.15.143.1,IN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,325
EVT_809119,USER_0268,login,2024-02-21 09:11:03,9,2,0,0,none,10.26.137.1,RU,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,343
EVT_314096,USER_0534,trade,2024-02-21 09:24:13,9,2,0,0,none,,,,,,,USDCHF,0.18,11842.12,67.53,1646.14,1317.0,1.049,0.0,,,,,,,,255
EVT_545004,USER_0134,login,2024-02-21 09:37:36,9,2,0,0,none,10.130.191.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,93
EVT_810750,USER_0531,kyc_change,2024-02-21 09:51:34,9,2,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,318
EVT_692954,USER_0126,trade,2024-02-21 10:05:09,10,2,0,0,none,,,,,,,GBPUSD,0.85,23094.76,212.08,1175.07,873.0,0.899,0.0,,,,,,,,277
EVT_269038,USER_0065,trade,2024-02-21 10:27:29,10,2,0,1,brute_forcer,,,,,,,AUDUSD,0.51,15897.25,-51.61,4907.04,2232.0,1.213,0.0,,,,,,,,97
EVT_101581,USER_0327,login,2024-02-21 10:28:37,10,2,0,0,none,10.111.217.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,314
EVT_244167,USER_0282,trade,2024-02-21 10:35:13,10,2,0,0,none,,,,,,,GBPUSD,0.48,12175.53,53.3,2335.85,713.0,1.09,0.0,,,,,,,,299
EVT_723518,USER_0500,trade,2024-02-21 10:40:25,10,2,0,0,none,,,,,,,BTCUSD,1.94,6476.86,-206.88,2479.73,1979.0,1.017,0.0,,,,,,,,207
EVT_681701,USER_0198,login,2024-02-21 10:47:35,10,2,0,0,none,10.102.62.1,UK,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,243
EVT_568325,USER_0563,deposit,2024-02-21 11:04:07,11,2,0,0,none,,,,,,,,,,,,,,,1287.44,crypto,0.0,,,,,231
EVT_306352,USER_0164,session,2024-02-21 11:10:21,11,2,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,13.4,40.0,2.99,,161
EVT_225178,USER_0345,login,2024-02-21 11:14:37,11,2,0,0,none,10.188.153.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,389
EVT_755236,USER_0487,login,2024-02-21 11:22:04,11,2,0,0,none,10.231.68.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,203
EVT_600625,USER_0393,login,2024-02-21 11:26:55,11,2,0,0,none,10.158.89.1,CN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,326
EVT_731487,USER_0254,login,2024-02-21 11:31:33,11,2,0,0,none,10.176.32.1,DE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,404
EVT_426777,USER_0184,trade,2024-02-21 11:32:18,11,2,0,0,none,,,,,,,ETHUSD,0.76,5038.96,63.22,1419.19,2291.0,0.755,0.0,,,,,,,,348
EVT_372197,USER_0492,trade,2024-02-21 11:40:36,11,2,0,0,none,,,,,,,EURUSD,0.15,16943.44,59.92,4411.78,1233.0,0.766,0.0,,,,,,,,277
EVT_960012,USER_0217,login,2024-02-21 12:12:08,12,2,0,0,none,10.240.146.1,DE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,364
EVT_140869,USER_0365,deposit,2024-02-21 12:24:13,12,2,0,0,none,,,,,,,,,,,,,,,2475.59,card,0.0,,,,,155
EVT_570063,USER_0304,trade,2024-02-21 12:35:22,12,2,0,0,none,,,,,,,ETHUSD,0.05,17428.73,150.22,3188.17,1605.0,1.117,0.0,,,,,,,,170
EVT_527815,USER_0380,login,2024-02-21 12:36:31,12,2,0,0,none,10.71.62.1,IN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,339
EVT_275124,USER_0507,session,2024-02-21 12:55:26,12,2,0,0,none,,,android_app,,,,,,,,,,,,,,,21.1,62.0,2.94,,388
EVT_627075,USER_0527,deposit,2024-02-21 12:58:38,12,2,0,0,none,,,,,,,,,,,,,,,1014.37,bank,0.0,,,,,130
EVT_798361,USER_0197,session,2024-02-21 12:59:01,12,2,0,0,none,,,ios_app,,,,,,,,,,,,,,,33.7,19.0,0.56,,147
EVT_173429,USER_0034,trade,2024-02-21 13:02:11,13,2,0,1,device_switcher,,,,,,,ETHUSD,0.7,3179.63,-150.79,3393.9,3426.0,1.006,0.0,,,,,,,,287
EVT_638457,USER_0122,trade,2024-02-21 13:07:24,13,2,0,0,none,,,,,,,GBPUSD,1.26,1985.37,-34.4,1859.9,2600.0,1.371,0.0,,,,,,,,87
EVT_540884,USER_0015,withdrawal,2024-02-21 13:11:48,13,2,0,1,bot_trader,,,,,,,,,,,,,,,166.86,crypto,0.0,,,,,121
EVT_622491,USER_0076,trade,2024-02-21 13:13:54,13,2,0,1,device_switcher,,,,,,,EURUSD,1.09,3520.84,-45.88,1134.67,1837.0,0.677,0.0,,,,,,,,193
EVT_823066,USER_0570,withdrawal,2024-02-21 13:23:01,13,2,0,0,none,,,,,,,,,,,,,,,70.41,bank,0.0,,,,,413
EVT_664020,USER_0412,withdrawal,2024-02-21 13:23:14,13,2,0,0,none,,,,,,,,,,,,,,,1176.81,crypto,0.0,,,,,69
EVT_361176,USER_0082,login,2024-02-21 13:46:38,13,2,0,1,structurer,10.232.36.1,JP,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,371
EVT_682779,USER_0024,trade,2024-02-21 13:47:44,13,2,0,1,ip_hopper,,,,,,,XAUUSD,1.7,10079.29,-23.05,4666.57,631.0,0.598,0.0,,,,,,,,260
EVT_865327,USER_0457,withdrawal,2024-02-21 14:13:47,14,2,0,0,none,,,,,,,,,,,,,,,727.3,crypto,0.0,,,,,368
EVT_288357,USER_0567,deposit,2024-02-21 14:26:05,14,2,0,0,none,,,,,,,,,,,,,,,695.12,crypto,0.0,,,,,79
EVT_457189,USER_0294,trade,2024-02-21 14:58:10,14,2,0,0,none,,,,,,,AUDUSD,0.92,5695.27,-183.76,241.67,3534.0,1.208,0.0,,,,,,,,381
EVT_807494,USER_0434,withdrawal,2024-02-21 14:58:40,14,2,0,0,none,,,,,,,,,,,,,,,686.92,bank,0.0,,,,,329
EVT_997653,USER_0530,login,2024-02-21 15:17:07,15,2,0,0,none,10.23.20.1,JP,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,92
EVT_269801,USER_0134,deposit,2024-02-21 15:24:35,15,2,0,0,none,,,,,,,,,,,,,,,941.53,card,0.0,,,,,93
EVT_585995,USER_0179,trade,2024-02-21 15:40:37,15,2,0,0,none,,,,,,,GBPUSD,1.71,18152.61,-445.67,1313.91,1506.0,0.642,0.0,,,,,,,,324
EVT_691426,USER_0186,trade,2024-02-21 15:55:07,15,2,0,0,none,,,,,,,BTCUSD,0.78,4484.63,-23.86,3429.33,867.0,1.199,0.0,,,,,,,,232
EVT_200701,USER_0062,login,2024-02-21 15:55:21,15,2,0,1,wash_trader,10.111.238.1,FR,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,180
EVT_220019,USER_0418,trade,2024-02-21 15:57:19,15,2,0,0,none,,,,,,,GBPUSD,0.92,22018.21,-88.25,1098.73,3004.0,0.8,0.0,,,,,,,,247
EVT_805676,USER_0215,deposit,2024-02-21 16:12:35,16,2,0,0,none,,,,,,,,,,,,,,,1933.69,bank,0.0,,,,,263
EVT_672503,USER_0045,login,2024-02-21 16:17:42,16,2,0,1,structurer,10.209.167.1,RU,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,158
EVT_653871,USER_0573,deposit,2024-02-21 16:20:20,16,2,0,0,none,,,,,,,,,,,,,,,2066.81,bank,0.0,,,,,241
EVT_112088,USER_0270,deposit,2024-02-21 16:28:08,16,2,0,0,none,,,,,,,,,,,,,,,1507.56,bank,0.0,,,,,202
EVT_419970,USER_0441,login,2024-02-21 16:47:46,16,2,0,0,none,10.97.175.1,FR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,219
EVT_554550,USER_0248,session,2024-02-21 16:55:22,16,2,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,16.0,13.0,0.81,,203
EVT_762035,USER_0350,trade,2024-02-21 17:22:19,17,2,0,0,none,,,,,,,ETHUSD,1.46,11606.53,87.35,557.11,2675.0,0.706,0.0,,,,,,,,266
EVT_881323,USER_0522,kyc_change,2024-02-21 17:22:34,17,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,83
EVT_983852,USER_0035,login,2024-02-21 18:02:56,18,2,0,1,structurer,172.16.7.1,DE,ios_app,1.0,1.0,0.0,,,,,,,,,,,,,,,,73
EVT_334048,USER_0086,kyc_change,2024-02-21 18:03:08,18,2,0,1,kyc_manipulator,,,,,,,,,,,,,,,,,,,,,phone_update,189
EVT_517987,USER_0215,trade,2024-02-21 18:51:15,18,2,0,0,none,,,,,,,GBPUSD,1.96,5307.0,-126.97,2206.96,2088.0,1.031,0.0,,,,,,,,264
EVT_575754,USER_0002,deposit,2024-02-21 18:57:46,18,2,0,1,device_switcher,,,,,,,,,,,,,,,130.24,crypto,0.0,,,,,356
EVT_905984,USER_0029,trade,2024-02-21 19:04:07,19,2,0,1,kyc_manipulator,,,,,,,BTCUSD,1.03,1779.85,330.33,1481.28,835.0,0.77,1.0,,,,,,,,263
EVT_145939,USER_0206,withdrawal,2024-02-21 19:16:45,19,2,0,0,none,,,,,,,,,,,,,,,1332.81,bank,0.0,,,,,299
EVT_808899,USER_0388,login,2024-02-21 19:18:56,19,2,0,0,none,10.164.198.1,AE,safari_mac,1.0,1.0,0.0,,,,,,,,,,,,,,,,184
EVT_284678,USER_0524,trade,2024-02-21 19:49:31,19,2,0,0,none,,,,,,,USDCHF,0.5,23082.75,242.15,441.08,2250.0,0.88,1.0,,,,,,,,115
EVT_722978,USER_0040,withdrawal,2024-02-21 19:50:46,19,2,0,1,bot_trader,,,,,,,,,,,,,,,956.36,bank,0.0,,,,,160
EVT_775290,USER_0027,deposit,2024-02-21 19:52:48,19,2,0,1,device_switcher,,,,,,,,,,,,,,,2861.54,bank,0.0,,,,,260
EVT_992877,USER_0061,login,2024-02-21 19:58:41,19,2,0,1,ip_hopper,10.126.102.1,IN,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,367
EVT_970798,USER_0006,trade,2024-02-21 20:03:42,20,2,0,1,deposit_withdrawal_cycler,,,,,,,BTCUSD,0.18,35718.91,-16.3,1880.34,2288.0,1.421,0.0,,,,,,,,321
EVT_967204,USER_0087,trade,2024-02-21 20:10:00,20,2,0,1,consistent_winner,,,,,,,AUDUSD,1.8,22764.81,-102.81,1563.7,1140.0,1.155,0.0,,,,,,,,354
EVT_585005,USER_0183,login,2024-02-21 20:12:05,20,2,0,0,none,10.191.129.1,FR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,323
EVT_933950,USER_0502,session,2024-02-21 20:20:10,20,2,0,0,none,,,android_app,,,,,,,,,,,,,,,54.9,30.0,0.55,,178
EVT_677336,USER_0110,trade,2024-02-21 20:33:57,20,2,0,0,none,,,,,,,ETHUSD,0.48,18874.31,-10.89,2980.07,3465.0,0.94,1.0,,,,,,,,343
EVT_612029,USER_0403,login,2024-02-21 20:34:42,20,2,0,0,none,10.179.131.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,246
EVT_917208,USER_0268,session,2024-02-21 20:37:07,20,2,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,52.9,67.0,1.27,,343
EVT_747968,USER_0392,login,2024-02-21 20:41:28,20,2,0,0,none,10.14.180.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,91
EVT_884516,USER_0252,withdrawal,2024-02-21 20:41:50,20,2,0,0,none,,,,,,,,,,,,,,,203.1,crypto,0.0,,,,,237
EVT_258913,USER_0455,trade,2024-02-21 20:43:31,20,2,0,0,none,,,,,,,GBPUSD,0.69,22266.48,-20.27,1406.63,3546.0,1.229,0.0,,,,,,,,274
EVT_497817,USER_0200,deposit,2024-02-21 20:44:35,20,2,0,0,none,,,,,,,,,,,,,,,2819.46,crypto,0.0,,,,,109
EVT_417661,USER_0049,login,2024-02-21 20:59:27,20,2,0,1,ip_hopper,172.16.7.1,BR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,193
EVT_692027,USER_0386,withdrawal,2024-02-21 20:59:58,20,2,0,0,none,,,,,,,,,,,,,,,916.77,crypto,0.0,,,,,73
EVT_106403,USER_0237,trade,2024-02-21 21:11:23,21,2,0,0,none,,,,,,,XAUUSD,1.68,17864.69,2.68,3408.2,662.0,1.096,0.0,,,,,,,,164
EVT_319402,USER_0506,session,2024-02-21 21:33:48,21,2,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,50.5,41.0,0.81,,126
EVT_580809,USER_0335,trade,2024-02-21 21:39:18,21,2,0,0,none,,,,,,,USDCHF,0.74,7849.87,-348.41,1152.99,472.0,1.302,0.0,,,,,,,,146
EVT_276636,USER_0127,withdrawal,2024-02-21 21:50:01,21,2,0,0,none,,,,,,,,,,,,,,,309.98,bank,0.0,,,,,128
EVT_836982,USER_0358,login,2024-02-21 21:56:44,21,2,0,0,none,10.28.158.1,JP,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,141
EVT_506980,USER_0131,login,2024-02-21 22:00:34,22,2,0,0,none,10.75.33.1,UK,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,210
EVT_533489,USER_0257,deposit,2024-02-21 22:10:41,22,2,0,0,none,,,,,,,,,,,,,,,220.54,card,0.0,,,,,301
EVT_176130,USER_0422,kyc_change,2024-02-21 22:35:43,22,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,180
EVT_872278,USER_0402,login,2024-02-21 22:46:43,22,2,0,0,none,10.45.171.1,CN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,147
EVT_594824,USER_0007,session,2024-02-21 23:02:18,23,2,0,1,consistent_winner,,,safari_mac,,,,,,,,,,,,,,,55.9,17.0,0.3,,261
EVT_861593,USER_0198,session,2024-02-21 23:36:45,23,2,0,0,none,,,chrome_win,,,,,,,,,,,,,,,35.3,31.0,0.88,,244
EVT_439171,USER_0579,login,2024-02-21 23:42:49,23,2,0,0,none,10.179.101.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,279
EVT_264618,USER_0370,login,2024-02-21 23:44:30,23,2,0,0,none,10.4.171.1,IN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,211
EVT_676966,USER_0216,trade,2024-02-21 23:52:35,23,2,0,0,none,,,,,,,EURUSD,1.5,23633.25,145.43,2598.38,2930.0,1.249,0.0,,,,,,,,307
EVT_660683,USER_0018,login,2024-02-22 00:16:30,0,3,0,1,brute_forcer,172.16.8.1,SG,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,389
EVT_966945,USER_0416,trade,2024-02-22 00:35:59,0,3,0,0,none,,,,,,,BTCUSD,0.05,6002.49,76.73,4891.28,454.0,1.18,1.0,,,,,,,,232
EVT_216609,USER_0327,login,2024-02-22 00:49:22,0,3,0,0,none,10.111.217.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,314
EVT_636603,USER_0030,login,2024-02-22 00:51:49,0,3,0,1,structurer,10.37.4.1,CN,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,334
EVT_526820,USER_0079,login,2024-02-22 00:51:51,0,3,0,1,dormant_withdrawer,10.115.194.1,CN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,196
EVT_507329,USER_0319,trade,2024-02-22 00:56:01,0,3,0,0,none,,,,,,,GBPUSD,1.26,6524.55,97.58,2709.4,1102.0,0.741,0.0,,,,,,,,295
EVT_796713,USER_0128,trade,2024-02-22 01:00:15,1,3,0,0,none,,,,,,,GBPUSD,0.47,26965.06,-102.96,1398.16,843.0,0.958,0.0,,,,,,,,221
EVT_503310,USER_0545,session,2024-02-22 01:27:56,1,3,0,0,none,,,android_app,,,,,,,,,,,,,,,59.5,17.0,0.29,,414
EVT_426305,USER_0007,login,2024-02-22 01:35:41,1,3,0,1,consistent_winner,10.112.166.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,261
EVT_498661,USER_0570,withdrawal,2024-02-22 01:40:34,1,3,0,0,none,,,,,,,,,,,,,,,799.17,crypto,0.0,,,,,413
EVT_213974,USER_0186,withdrawal,2024-02-22 01:57:59,1,3,0,0,none,,,,,,,,,,,,,,,440.08,crypto,0.0,,,,,233
EVT_617437,USER_0021,session,2024-02-22 02:26:58,2,3,0,1,bot_trader,,,chrome_win,,,,,,,,,,,,2736.36,card,0.0,1.2,512.0,426.67,,133
EVT_791505,USER_0021,session,2024-02-22 02:29:58,2,3,0,1,bot_trader,172.16.6.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,1.2,455.0,379.17,,133
EVT_530074,USER_0021,session,2024-02-22 02:32:58,2,3,0,1,bot_trader,,,chrome_win,,,,AUDUSD,0.45,1660.43,-27.05,3031.3,2664.0,0.831,1.0,,,,0.4,398.0,995.0,,133
EVT_511971,USER_0257,trade,2024-02-22 02:34:51,2,3,0,0,none,,,,,,,EURUSD,0.66,2357.02,-157.55,694.97,1710.0,1.02,1.0,,,,,,,,301
EVT_729252,USER_0021,session,2024-02-22 02:35:58,2,3,0,1,bot_trader,172.16.6.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,1.5,579.0,386.0,,133
EVT_673929,USER_0021,session,2024-02-22 02:38:58,2,3,0,1,bot_trader,172.16.6.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,0.7,490.0,700.0,,133
EVT_228120,USER_0120,withdrawal,2024-02-22 02:39:15,2,3,0,0,none,,,,,,,,,,,,,,,1430.07,bank,0.0,,,,,149
EVT_759172,USER_0021,session,2024-02-22 02:41:58,2,3,0,1,bot_trader,,,chrome_win,,,,ETHUSD,1.15,1848.59,217.75,2980.07,713.0,0.926,1.0,,,,0.4,422.0,1055.0,,133
EVT_116217,USER_0554,login,2024-02-22 02:43:13,2,3,0,0,none,10.253.224.1,IN,safari_mac,1.0,1.0,0.0,,,,,,,,,,,,,,,,112
EVT_255457,USER_0021,session,2024-02-22 02:44:58,2,3,0,1,bot_trader,172.16.6.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,0.7,400.0,571.43,,133
EVT_465973,USER_0021,session,2024-02-22 02:47:58,2,3,0,1,bot_trader,172.16.6.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,0.2,549.0,2745.0,,133
EVT_562113,USER_0232,session,2024-02-22 02:53:17,2,3,0,0,none,,,android_app,,,,,,,,,,,,,,,46.1,54.0,1.17,,154
EVT_229069,USER_0207,trade,2024-02-22 03:06:26,3,3,0,0,none,,,,,,,USDJPY,1.18,25382.36,-169.86,3372.75,1753.0,1.314,1.0,,,,,,,,161
EVT_454946,USER_0343,trade,2024-02-22 03:33:57,3,3,0,0,none,,,,,,,AUDUSD,0.99,10807.83,-166.26,332.01,753.0,0.615,1.0,,,,,,,,147
EVT_257851,USER_0107,login,2024-02-22 03:48:22,3,3,0,0,none,10.147.80.1,US,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,252
EVT_887593,USER_0050,deposit,2024-02-22 04:07:50,4,3,0,1,dormant_withdrawer,,,,,,,,,,,,,,,1370.38,card,0.0,,,,,332
EVT_915987,USER_0016,deposit,2024-02-22 04:12:23,4,3,0,1,deposit_withdrawal_cycler,,,,,,,,,,,,,,,2990.94,crypto,0.0,,,,,56
EVT_367099,USER_0470,trade,2024-02-22 04:15:10,4,3,0,0,none,,,,,,,ETHUSD,1.86,7687.93,337.32,1899.15,126.0,0.859,0.0,,,,,,,,72
EVT_771261,USER_0394,kyc_change,2024-02-22 04:17:55,4,3,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,60
EVT_172509,USER_0571,session,2024-02-22 04:19:08,4,3,0,0,none,,,chrome_win,,,,,,,,,,,,,,,27.3,7.0,0.26,,82
EVT_389862,USER_0281,deposit,2024-02-22 04:20:49,4,3,0,0,none,,,,,,,,,,,,,,,341.8,card,0.0,,,,,313
EVT_276388,USER_0479,withdrawal,2024-02-22 04:39:55,4,3,0,0,none,,,,,,,,,,,,,,,615.45,bank,0.0,,,,,276
EVT_575712,USER_0336,withdrawal,2024-02-22 04:47:10,4,3,0,0,none,,,,,,,,,,,,,,,1121.51,bank,0.0,,,,,312
EVT_539012,USER_0080,deposit,2024-02-22 04:59:00,4,3,0,1,kyc_manipulator,,,,,,,,,,,,,,,1950.1,bank,0.0,,,,,324
EVT_249027,USER_0457,login,2024-02-22 04:59:39,4,3,0,0,none,10.10.24.1,FR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,369
EVT_199315,USER_0096,trade,2024-02-22 05:00:18,5,3,0,0,none,,,,,,,ETHUSD,1.51,31801.56,-59.28,3127.28,2785.0,1.173,1.0,,,,,,,,202
EVT_563287,USER_0376,withdrawal,2024-02-22 05:03:13,5,3,0,0,none,,,,,,,,,,,,,,,295.91,crypto,0.0,,,,,370
EVT_159598,USER_0578,login,2024-02-22 05:05:08,5,3,0,0,none,10.184.184.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,257
EVT_615558,USER_0033,trade,2024-02-22 05:05:32,5,3,0,1,device_switcher,,,,,,,GBPUSD,0.29,4516.79,11.03,2614.77,3547.0,0.888,1.0,,,,,,,,170
EVT_398042,USER_0282,trade,2024-02-22 05:23:16,5,3,0,0,none,,,,,,,XAUUSD,0.21,13013.41,6.45,3572.95,941.0,1.165,0.0,,,,,,,,300
EVT_836296,USER_0159,trade,2024-02-22 05:30:41,5,3,0,0,none,,,,,,,XAUUSD,1.29,5687.11,-10.5,214.82,1582.0,1.027,1.0,,,,,,,,164
EVT_561010,USER_0270,session,2024-02-22 05:41:51,5,3,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,43.7,47.0,1.08,,202
EVT_995289,USER_0220,login,2024-02-22 05:43:00,5,3,0,0,none,10.60.65.1,US,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,52
EVT_607907,USER_0373,kyc_change,2024-02-22 05:51:11,5,3,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,315
EVT_195843,USER_0262,withdrawal,2024-02-22 06:06:59,6,3,0,0,none,,,,,,,,,,,,,,,200.04,bank,0.0,,,,,310
EVT_556592,USER_0381,login,2024-02-22 06:23:29,6,3,0,0,none,10.190.43.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,392
EVT_891196,USER_0516,withdrawal,2024-02-22 06:42:18,6,3,0,0,none,,,,,,,,,,,,,,,118.18,crypto,0.0,,,,,156
EVT_791253,USER_0479,session,2024-02-22 06:47:20,6,3,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,47.8,68.0,1.42,,276
EVT_913814,USER_0285,session,2024-02-22 06:50:07,6,3,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,46.2,40.0,0.87,,58
EVT_972503,USER_0079,login,2024-02-22 07:08:38,7,3,0,1,dormant_withdrawer,10.115.194.1,CN,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,196
EVT_333529,USER_0480,login,2024-02-22 07:13:32,7,3,0,0,none,10.58.49.1,JP,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,279
EVT_923988,USER_0316,withdrawal,2024-02-22 07:20:19,7,3,0,0,none,,,,,,,,,,,,,,,490.59,crypto,0.0,,,,,125
EVT_849290,USER_0583,trade,2024-02-22 07:20:25,7,3,0,0,none,,,,,,,XAUUSD,1.37,25985.5,14.48,4394.4,501.0,1.034,0.0,,,,,,,,345
EVT_241000,USER_0205,deposit,2024-02-22 07:21:46,7,3,0,0,none,,,,,,,,,,,,,,,2736.62,card,0.0,,,,,69
EVT_640312,USER_0259,login,2024-02-22 07:36:06,7,3,0,0,none,10.57.16.1,JP,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,391
EVT_945362,USER_0424,trade,2024-02-22 07:39:50,7,3,0,0,none,,,,,,,USDCHF,1.34,13792.25,-377.23,3120.75,3377.0,0.886,0.0,,,,,,,,286
EVT_277960,USER_0568,trade,2024-02-22 07:43:06,7,3,0,0,none,,,,,,,XAUUSD,1.88,22902.98,-135.99,3956.09,1992.0,0.892,0.0,,,,,,,,193
EVT_954226,USER_0472,kyc_change,2024-02-22 07:57:53,7,3,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,135
EVT_623456,USER_0053,deposit,2024-02-22 08:08:56,8,3,0,1,device_switcher,,,,,,,,,,,,,,,2304.61,bank,0.0,,,,,286
EVT_439268,USER_0125,deposit,2024-02-22 08:29:56,8,3,0,0,none,,,,,,,,,,,,,,,972.28,crypto,0.0,,,,,83
EVT_576622,USER_0338,deposit,2024-02-22 08:46:55,8,3,0,0,none,,,,,,,,,,,,,,,1535.87,bank,0.0,,,,,56
EVT_727580,USER_0047,trade,2024-02-22 09:04:03,9,3,0,1,kyc_manipulator,,,,,,,USDCHF,1.98,23045.18,58.24,2034.4,1802.0,0.987,0.0,,,,,,,,351
EVT_675775,USER_0239,trade,2024-02-22 09:16:13,9,3,0,0,none,,,,,,,ETHUSD,0.92,30751.47,240.16,1226.12,431.0,1.056,0.0,,,,,,,,53
EVT_421855,USER_0334,trade,2024-02-22 09:27:02,9,3,0,0,none,,,,,,,BTCUSD,1.86,5946.99,106.07,3543.64,208.0,0.928,0.0,,,,,,,,240
EVT_209804,USER_0235,trade,2024-02-22 10:01:07,10,3,0,0,none,,,,,,,GBPUSD,0.68,1352.17,-133.34,518.06,2390.0,1.0,0.0,,,,,,,,157
EVT_401147,USER_0330,trade,2024-02-22 10:05:16,10,3,0,0,none,,,,,,,USDCHF,0.54,10285.43,-48.05,1673.89,1998.0,0.908,0.0,,,,,,,,143
EVT_500833,USER_0598,trade,2024-02-22 10:24:26,10,3,0,0,none,,,,,,,EURUSD,1.58,32218.04,-165.86,4556.68,2990.0,1.102,0.0,,,,,,,,345
EVT_880973,USER_0349,deposit,2024-02-22 10:46:58,10,3,0,0,none,,,,,,,,,,,,,,,1184.65,card,0.0,,,,,181
EVT_286651,USER_0302,deposit,2024-02-22 10:51:06,10,3,0,0,none,,,,,,,,,,,,,,,1264.96,crypto,0.0,,,,,55
